name,brand,model,mileage_km,fuel_type,transmission,engine_cc,city,price_pkr,time
Honda S2000  2010  for Sale,Honda,2010,100000,Petrol,Manual,8859,Lahore,230000,Updated about 9 hours ago
Honda City  2002 EXi S for Sale,Honda,2002,185000,Petrol,Manual,1500,Abbottabad,1380000,Updated about 9 hours ago
Toyota Corolla  2011 XLi VVTi for Sale,Toyota,2011,150000,Petrol,Manual,1300,Peshawar,2790000,Updated about 9 hours ago
Honda Civic  1999 EXi Automatic for Sale,Honda,1999,180000,Petrol,Automatic,1500,Peshawar,1400000,Updated about 9 hours ago
Honda City  2007 i-DSI for Sale,Honda,2007,2,Petrol,Manual,1300,Karachi,1650000,Updated about 9 hours ago
Honda Civic 5th Generation 1995 EX for Sale,Honda,1995,90000,Petrol,Manual,1500,Lahore,1000000,Updated about 9 hours ago
Honda Civic  2002 EP3 for Sale,Honda,2002,100088,Petrol,Manual,1998,Karachi,1380000,Updated about 9 hours ago
Toyota Passo  2011 X G Package for Sale,Toyota,2011,159500,Petrol,Automatic,1000,Lahore,2495000,Updated about 9 hours ago
Mitsubishi Lancer  2004 GLX 1.3 for Sale,Mitsubishi,2004,1000,Petrol,Manual,1300,Wah cantt,1370000,Updated about 9 hours ago
Toyota Corolla 8th (E110) Generation 2001 2.0D Limited for Sale,Toyota,2001,300000,Petrol,Manual,2000,Mirpur mathelo,1380000,Updated about 9 hours ago
Daihatsu Cuore  2007 CL for Sale,Daihatsu,2007,920000,Petrol,Manual,800,Islamabad,950000,Updated about 9 hours ago
Toyota Corolla  2011 GLi 1.3 VVTi for Sale,Toyota,2011,155000,Petrol,Manual,1300,Karoor pacca,2700000,Updated about 9 hours ago
Honda Civic 7th Generation (Facelift) 2005 EXi for Sale,Honda,2005,215000,Petrol,Manual,1500,Chichawatni,1520000,Updated about 9 hours ago
Daihatsu Cuore  2007  for Sale,Daihatsu,2007,92726,Petrol,Automatic,1000,Gujrat,1500000,Updated about 9 hours ago
Suzuki Cervo  2007 G for Sale,Suzuki,2007,75000,Petrol,Automatic,660,Lahore,1890000,Updated about 9 hours ago
Toyota Vitz  2011 F 1.0 for Sale,Toyota,2011,123879,Petrol,Automatic,1000,Karachi,2700000,Updated about 15 hours ago
Toyota Camry  2007 Up-Spec Automatic 2.4 for Sale,Toyota,2007,119627,Petrol,Automatic,2400,Karachi,3000000,Updated about 15 hours ago
Honda City 5th (GM2) Generation 2011 1.3 i-VTEC for Sale,Honda,2011,276609,Petrol,Manual,1300,Lahore,2550000,Updated about 15 hours ago
Toyota Prius  2011 S Touring Selection GS 1.8 for Sale,Toyota,2011,89900,Hybrid,Automatic,1800,Lahore,4900000,Updated about 15 hours ago
Honda Civic Reborn 2011 VTi Oriel 1.8 i-VTEC for Sale,Honda,2011,122536,Petrol,Manual,1800,Sargodha,2290000,Updated about 15 hours ago
Toyota Vitz  2006 F 1.0 for Sale,Toyota,2006,152803,Petrol,Automatic,1000,Islamabad,2150000,Updated about 15 hours ago
Toyota Land Cruiser  2008 AX G Selection for Sale,Toyota,2008,185000,Petrol,Automatic,4600,Gujrat,19200000,Updated about 15 hours ago
Toyota Corolla  2010 GLi 1.3 VVTi for Sale,Toyota,2010,163707,Petrol,Manual,1300,Karachi,2400000,Updated about 15 hours ago
Toyota Corolla  2010 Altis Cruisetronic 1.8 for Sale,Toyota,2010,125000,Petrol,Automatic,1800,Lahore,2995000,Updated about 15 hours ago
Suzuki Swift  2011 DLX 1.3 for Sale,Suzuki,2011,112000,Petrol,Manual,1300,Lahore,2100000,Updated about 16 hours ago
Toyota Land Cruiser  2009 AX G Selection for Sale,Toyota,2009,122000,Petrol,Automatic,4600,Hyderabad,19500000,Updated about 16 hours ago
Mitsubishi Lancer  2006 1.5L Automatic for Sale,Mitsubishi,2006,181275,Petrol,Automatic,1500,Rawalpindi,1800000,Updated about 16 hours ago
Suzuki Mehran  2004 VX for Sale,Suzuki,2004,100000,Petrol,Manual,800,Harappa,625000,Updated about 9 hours ago
Hyundai Santro  2005 Club for Sale,Hyundai,2005,242000,Petrol,Manual,1000,Faisalabad,1070000,Updated about 10 hours ago
Toyota Vitz  2006 B Intelligent Package 1.0 for Sale,Toyota,2006,150000,Petrol,Automatic,1000,Mandi bahauddin,2300000,Updated about 10 hours ago
Toyota Vitz  2007 F 1.0 for Sale,Toyota,2007,214000,Petrol,Automatic,1000,Phalia,2430000,Updated about 10 hours ago
Suzuki Khyber  1998 GA for Sale,Suzuki,1998,164000,Petrol,Manual,1000,Lahore,825000,Updated about 10 hours ago
Mercedes Benz E Class 3rd (W211) Generation 2003 E240 for Sale,Mercedes Benz,2003,177000,Petrol,Automatic,2600,Islamabad,4200000,Updated about 10 hours ago
Toyota Corolla  1998  for Sale,Toyota,1998,280000,Petrol,Automatic,1600,Rawalpindi,2450000,Updated about 10 hours ago
Suzuki Ravi  2011  for Sale,Suzuki,2011,80000,Petrol,Manual,800,Karachi,880000,Updated about 10 hours ago
Honda City  2005 i-DSI for Sale,Honda,2005,170000,Petrol,Manual,1300,Lahore,1725000,Updated about 10 hours ago
Suzuki Cultus  2004 VXL for Sale,Suzuki,2004,80000,Petrol,Manual,1000,Lahore,810000,Updated about 10 hours ago
Suzuki Alto  2009 VXR for Sale,Suzuki,2009,10000,Petrol,Manual,1000,Karachi,950000,Updated about 10 hours ago
Suzuki APV  2007  for Sale,Suzuki,2007,980000,Petrol,Manual,1500,Sialkot,1900000,Updated about 10 hours ago
Honda City  2005 i-DSI for Sale,Honda,2005,453000,Petrol,Manual,1300,Lahore,1750000,Updated about 10 hours ago
Suzuki Alto  2008  for Sale,Suzuki,2008,65856,Petrol,Manual,1000,Karachi,900000,Updated about 10 hours ago
Mitsubishi Lancer  2006 GLX Automatic 1.6 for Sale,Mitsubishi,2006,338704,Petrol,Automatic,1600,Lahore,1550000,Updated about 10 hours ago
Suzuki Alto  2007 VXR for Sale,Suzuki,2007,150000,Petrol,Manual,1000,Islamabad,1130000,Updated about 10 hours ago
Honda Civic Reborn 2010 VTi Oriel Prosmatec 1.8 i-VTEC for Sale,Honda,2010,119000,Petrol,Automatic,1800,Karachi,2650000,Updated about 10 hours ago
Hyundai Santro  2004 Club GV for Sale,Hyundai,2004,175072,Petrol,Manual,1100,Sahiwal,749000,Updated about 10 hours ago
Suzuki Liana  2008 RXi for Sale,Suzuki,2008,100000,Petrol,Manual,1300,Rawalpindi,1575000,Updated about 10 hours ago
Honda Civic Reborn 2006 VTi Oriel 1.8 i-VTEC for Sale,Honda,2006,200000,Petrol,Manual,1800,Rawalpindi,2100000,Updated about 10 hours ago
Mercedes Benz C Class  2008 C63 AMG for Sale,Mercedes Benz,2008,65000,Petrol,Automatic,6200,Islamabad,10500000,Updated about 10 hours ago
Honda City  2005 i-DSI for Sale,Honda,2005,145000,Petrol,Manual,1300,Peshawar,1850000,Updated about 10 hours ago
Suzuki Alto  2007 VXR (CNG) for Sale,Suzuki,2007,200000,CNG,Manual,1000,Peshawar,930000,Updated about 10 hours ago
Honda City  2008 i-DSI for Sale,Honda,2008,170000,Petrol,Manual,1300,Lahore,1870000,Updated about 10 hours ago
Toyota Belta  2006 G 1.3 for Sale,Toyota,2006,30000,Petrol,Automatic,1300,Peshawar,2400000,Updated about 10 hours ago
Toyota Prado 3rd (J120) Generation 2004 GX for Sale,Toyota,2004,150000,Diesel,Automatic,3000,Peshawar,6900000,Updated about 16 hours ago
Honda City  2010 1.3 i-VTEC Prosmatec for Sale,Honda,2010,180000,Petrol,Automatic,1300,Gujranwala,2725000,Updated about 16 hours ago
Toyota Hilux  2004 Double Cab for Sale,Toyota,2004,180000,Diesel,Manual,3000,Peshawar,3450000,Updated about 16 hours ago
Toyota Corolla  2008 2.0D Saloon SR for Sale,Toyota,2008,140000,Diesel,Manual,2000,Gujranwala,3550000,Updated about 16 hours ago
Mitsubishi Lancer  2004 GLX 1.6 for Sale,Mitsubishi,2004,150000,Petrol,Manual,1600,Islamabad,1900000,Updated about 16 hours ago
Toyota Corolla Axio  2011 X 1.5 for Sale,Toyota,2011,55000,Petrol,Automatic,1500,Islamabad,5300000,Updated about 16 hours ago
Honda Civic  2009  for Sale,Honda,2009,200580,Petrol,Automatic,1800,Lahore,2375000,Updated about 16 hours ago
Suzuki Wagon R  2011 Limited for Sale,Suzuki,2011,124000,Petrol,Automatic,660,Multan,2100000,Updated about 16 hours ago
BMW X5  2007  for Sale,BMW,2007,85931,Petrol,Automatic,3000,Karachi,7500000,Updated about 16 hours ago
Honda Civic 5th Generation 1995 EX for Sale,Honda,1995,100000,Petrol,Manual,1500,Gujranwala,850000,Updated about 17 hours ago
Honda Civic Reborn 2008 VTi Oriel Prosmatec 1.8 i-VTEC for Sale,Honda,2008,200000,Petrol,Automatic,1800,Islamabad,2275000,Updated about 17 hours ago
Toyota Crown  2005 Athlete Premium for Sale,Toyota,2005,96000,Petrol,Automatic,3000,Peshawar,8700000,Updated about 17 hours ago
Honda City 5th (GM2) Generation 2011 1.3 i-VTEC for Sale,Honda,2011,145000,Petrol,Manual,1300,Okara,2650000,Updated about 10 hours ago
Toyota Corolla 8th (E110) Generation 2001 2.0D for Sale,Toyota,2001,200000,Diesel,Manual,2000,Sheikhupura,1700000,Updated about 10 hours ago
Honda Civic  1996  for Sale,Honda,1996,500000,Petrol,Manual,1500,Peshawar,950000,Updated about 10 hours ago
Toyota Corolla 9th (E120) Generation 2004 SE Saloon Automatic for Sale,Toyota,2004,190000,Petrol,Automatic,1600,Karachi,1925000,Updated about 10 hours ago
Daihatsu Cuore  2008 CX Automatic for Sale,Daihatsu,2008,110000,Petrol,Automatic,800,Karachi,1070000,Updated about 10 hours ago
Toyota Prado  1998  for Sale,Toyota,1998,280000,Petrol,Automatic,3400,Karachi,6500000,Updated about 10 hours ago
Mitsubishi Lancer  2006 GLX SR 1.6 for Sale,Mitsubishi,2006,200000,Petrol,Manual,1600,Islamabad,1950000,Updated about 10 hours ago
Toyota Corolla  2010 Altis Cruisetronic 1.8 for Sale,Toyota,2010,200000,Petrol,Automatic,1800,Wah cantt,3200000,Updated about 10 hours ago
Suzuki Alto  1993  for Sale,Suzuki,1993,50000,Petrol,Manual,660,Karachi,350000,Updated about 10 hours ago
Honda Civic 7th Generation (Facelift) 2005 EXi for Sale,Honda,2005,145618,Petrol,Manual,1500,Lahore,180000,Updated about 10 hours ago
Suzuki Cultus  2005 VXR for Sale,Suzuki,2005,64904,Petrol,Manual,1000,Peshawar,980000,Updated about 10 hours ago
Suzuki Cultus  2007  for Sale,Suzuki,2007,100000,Petrol,Manual,800,Islamabad,1080000,Updated about 11 hours ago
Honda Civic  2003 EXi for Sale,Honda,2003,137024,Petrol,Manual,1500,Karachi,1500000,Updated about 11 hours ago
Toyota Premio  2003 F L Package 1.5 for Sale,Toyota,2003,108000,Petrol,Automatic,1500,Lahore,2850000,Updated about 11 hours ago
Suzuki Cultus  2010  for Sale,Suzuki,2010,300000,Petrol,Manual,1000,Islamabad,1300000,Updated about 11 hours ago
Suzuki Alto  2010 VXR for Sale,Suzuki,2010,1000,Petrol,Manual,1000,Karachi,1120000,Updated about 11 hours ago
Suzuki Mehran  2002 VX for Sale,Suzuki,2002,290000,Petrol,Manual,800,Abbottabad,650000,Updated about 11 hours ago
Suzuki Cultus  2001 VXR for Sale,Suzuki,2001,98000,Petrol,Manual,1000,Rawalpindi,1130000,Updated about 11 hours ago
Toyota Prius  2008 G Touring Selection 1.5 for Sale,Toyota,2008,97000,Hybrid,Automatic,1500,Islamabad,2620000,Updated about 11 hours ago
Toyota Prado 3rd (J120) Generation 1997 TZ 3.0D for Sale,Toyota,1997,200000,Diesel,Automatic,3000,Islamabad,5600000,Updated about 11 hours ago
Toyota Vitz  2004 FL 1.0 for Sale,Toyota,2004,140000,Petrol,Automatic,1000,Peshawar,2500000,Updated about 11 hours ago
Toyota Corolla  1976 LX Limited 1.3 for Sale,Toyota,1976,150000,Petrol,Manual,1300,Islamabad,1000000,Updated about 11 hours ago
Toyota Mark X  2005 250G S Package for Sale,Toyota,2005,102000,Petrol,Automatic,2500,Bahawalnagar,4550000,Updated about 11 hours ago
Toyota Corolla 9th (E120) Generation 2008 XLi for Sale,Toyota,2008,100000,Petrol,Manual,1300,Layyah,1850000,Updated about 11 hours ago
Honda CR-V  2007 ZXI 2.4 for Sale,Honda,2007,100000,Petrol,Automatic,2400,Islamabad,3675000,Updated about 11 hours ago
Mercedes Benz E Class  2009 E200 for Sale,Mercedes Benz,2009,175000,Petrol,Automatic,1800,Rawalpindi,8500000,Updated about 17 hours ago
Toyota Vitz  2010 F 1.0 for Sale,Toyota,2010,190000,Petrol,Automatic,1000,Islamabad,2295000,Updated about 17 hours ago
Honda Civic  2005 EXi Prosmatec for Sale,Honda,2005,201000,Petrol,Automatic,1500,Islamabad,1750000,Updated about 17 hours ago
KIA Classic  2001 LX for Sale,KIA,2001,178000,Petrol,Manual,1323,Islamabad,740000,Updated about 17 hours ago
Toyota Vitz  2003 FL 1.0 for Sale,Toyota,2003,199999,Petrol,Automatic,1000,Islamabad,1825000,Updated about 17 hours ago
Toyota Corolla  1990  for Sale,Toyota,1990,2000,Petrol,Manual,1600,Islamabad,1500000,Updated about 17 hours ago
Toyota Corolla  2009 GLi 1.3 VVTi for Sale,Toyota,2009,96000,Petrol,Manual,1300,Islamabad,2590000,Updated about 17 hours ago
Honda Civic Reborn 2009 VTi Oriel Prosmatec 1.8 i-VTEC for Sale,Honda,2009,155765,Petrol,Automatic,1800,Karachi,2300000,Updated about 17 hours ago
Honda Civic 7th Generation (Facelift) 2005 EXi Prosmatec for Sale,Honda,2005,220000,Petrol,Automatic,1500,Lahore,2000000,Updated about 17 hours ago
Suzuki Bolan  2008 VX for Sale,Suzuki,2008,105000,Petrol,Manual,800,Karachi,760000,Updated about 17 hours ago
Honda Civic Reborn 2007 VTi Oriel Prosmatec 1.8 i-VTEC for Sale,Honda,2007,196500,Petrol,Automatic,1800,Islamabad,2350000,Updated about 17 hours ago
Toyota Corolla  2003 X HID 40th Anniversary Limited 1.5 for Sale,Toyota,2003,115000,Petrol,Automatic,1500,Islamabad,2480000,Updated about 17 hours ago
Toyota Corolla  2007  for Sale,Toyota,2007,372000,Petrol,Automatic,1500,Islamabad,3500000,Updated about 11 hours ago
Suzuki Bolan  2010 GL for Sale,Suzuki,2010,50,Petrol,Manual,800,Sarai alamgir,1650000,Updated about 11 hours ago
Honda Civic Reborn 2008 VTi Oriel Prosmatec 1.8 i-VTEC for Sale,Honda,2008,120000,Petrol,Automatic,1800,Abbottabad,2650000,Updated about 11 hours ago
Suzuki Mehran  2010 VX for Sale,Suzuki,2010,100000,Petrol,Manual,800,Rawalpindi,1065000,Updated about 11 hours ago
Toyota Camry 4th (XV40) Generation 2006 Up-Spec Automatic 2.4 for Sale,Toyota,2006,100000,Petrol,Automatic,2400,Gujar Khan,2500000,Updated about 11 hours ago
Honda Civic  2006 EXi Prosmatec for Sale,Honda,2006,110000,Petrol,Automatic,1500,Rawalpindi,2400000,Updated about 11 hours ago
Toyota Corolla  2009 2.0D Saloon for Sale,Toyota,2009,96365,Diesel,Manual,2000,Lahore,4375000,Updated about 11 hours ago
Toyota Corolla 9th (E120) Generation 2007 GLi 1.3 for Sale,Toyota,2007,160000,Petrol,Manual,1300,Rawalpindi,2600000,Updated about 11 hours ago
Toyota Hilux  2008 D-4D Automatic for Sale,Toyota,2008,160000,Diesel,Automatic,3000,Lahore,4550000,Updated about 11 hours ago
Honda City  2007 i-DSI for Sale,Honda,2007,187000,Petrol,Manual,1300,Islamabad,1950000,Updated about 11 hours ago
Suzuki Bolan  2010 VX (CNG) for Sale,Suzuki,2010,82252,Petrol,Manual,800,Mian Wali,1000000,Updated about 11 hours ago
Daihatsu Cuore  2008 CX for Sale,Daihatsu,2008,40000,Petrol,Manual,800,Rawalpindi,1010000,Updated about 11 hours ago
Honda City  2006 i-DSI for Sale,Honda,2006,536000,Petrol,Manual,1300,Lahore,2150000,Updated about 11 hours ago
Daihatsu Sonica  1986  for Sale,Daihatsu,1986,150000,Petrol,Manual,1300,Islamabad,520000,Updated about 11 hours ago
Suzuki Khyber  1999 Limited Edition for Sale,Suzuki,1999,95000,Petrol,Manual,1000,Karachi,525000,Updated about 11 hours ago
Toyota Passo  2007  for Sale,Toyota,2007,100000,Petrol,Automatic,1000,Rawalpindi,2500000,Updated about 11 hours ago
Toyota Passo  2006 X for Sale,Toyota,2006,120,Petrol,Automatic,1000,Larkana,2500000,Updated about 11 hours ago
Hyundai Shehzore  2007 Pickup H-100 (With Deck and Side Wall) for Sale,Hyundai,2007,85000,Diesel,Manual,2600,Multan,2700000,Updated about 12 hours ago
Honda Civic  1991  for Sale,Honda,1991,100000,Petrol,Manual,1500,Karachi,720000,Updated about 12 hours ago
Suzuki Cultus  2010 VXLi for Sale,Suzuki,2010,24851,Petrol,Manual,1000,Karachi,1300000,Updated about 12 hours ago
Suzuki Cultus  2011 VXRi for Sale,Suzuki,2011,119000,Petrol,Manual,1000,Lahore,1690000,Updated about 12 hours ago
Suzuki Cultus  2008 VXRi for Sale,Suzuki,2008,100000,Petrol,Manual,1000,Burewala,1020000,Updated about 12 hours ago
Toyota Corolla  2009 XLi VVTi for Sale,Toyota,2009,4,Petrol,Manual,1300,Mardan,220000,Updated about 12 hours ago
Suzuki Cultus  2008 VXRi for Sale,Suzuki,2008,200,Petrol,Manual,1000,Lahore,1215000,Updated about 12 hours ago
Honda Civic Reborn 2007 ES Hybrid for Sale,Honda,2007,90000,Hybrid,Automatic,1300,Karachi,2700000,Updated about 12 hours ago
Mercedes Benz S Class  2003 S350 for Sale,Mercedes Benz,2003,143706,Petrol,Automatic,3500,Islamabad,5600000,Updated about 17 hours ago
Honda Civic  2001 VTi Automatic 1.6 for Sale,Honda,2001,125000,Petrol,Automatic,1600,Islamabad,1585000,Updated about 17 hours ago
Chery QQ  2006 0.8 Comfortable for Sale,Chery,2006,125000,Petrol,Manual,800,Islamabad,895000,Updated about 18 hours ago
Honda City 5th (GM2) Generation 2010 1.3 i-VTEC for Sale,Honda,2010,269445,Petrol,Manual,1300,Lahore,2500000,Updated about 18 hours ago
Suzuki Alto  2007 VXR for Sale,Suzuki,2007,91,Petrol,Automatic,1000,Charsadda,1395000,Updated about 18 hours ago
Mercedes Benz S Class  2006 S350 for Sale,Mercedes Benz,2006,79471,Petrol,Automatic,3500,Karachi,7200000,Updated about 18 hours ago
Nissan Kix  2010 RX for Sale,Nissan,2010,92000,Petrol,Automatic,660,Lahore,1975000,Updated about 18 hours ago
Toyota Prius  2007 S Touring Selection 1.5 for Sale,Toyota,2007,120000,Hybrid,Automatic,1500,Islamabad,2765000,Updated about 18 hours ago
Toyota Corolla  1985 SE Saloon for Sale,Toyota,1985,120300,Petrol,Manual,1600,Rawalpindi,1865000,Updated about 18 hours ago
Mercedes Benz E Class 3rd (W211) Generation 2007 E200 for Sale,Mercedes Benz,2007,94000,Petrol,Automatic,1800,Islamabad,6900000,Updated about 18 hours ago
Mitsubishi Pajero  1995  for Sale,Mitsubishi,1995,100000,Petrol,Manual,1100,Rawalpindi,1800000,Updated about 18 hours ago
Toyota Corolla  2010 XLi VVTi for Sale,Toyota,2010,125000,Petrol,Manual,1300,Karachi,2450000,Updated about 18 hours ago
Suzuki Cultus  2008 VXRi for Sale,Suzuki,2008,92315,Petrol,Manual,1000,Lahore,1150000,Updated about 12 hours ago
Toyota Crown  1994 Royal Saloon for Sale,Toyota,1994,120000,Petrol,Automatic,3000,Islamabad,2300000,Updated about 12 hours ago
Toyota Corolla 9th (E120) Generation 2007 XLi for Sale,Toyota,2007,142786,Petrol,Manual,1300,Rawalpindi,2125000,Updated about 12 hours ago
Suzuki Mehran  2006 VXR for Sale,Suzuki,2006,41693,Petrol,Manual,800,Lahore,575000,Updated about 12 hours ago
Toyota Corolla 9th (E120) Generation 2008 XLi for Sale,Toyota,2008,144800,Petrol,Manual,1300,Karachi,2525000,Updated about 12 hours ago
KIA Sportage  2002  for Sale,KIA,2002,200000,Petrol,Manual,2000,Faisalabad,1400000,Updated about 12 hours ago
Honda Civic Reborn 2007 VTi Oriel Prosmatec 1.8 i-VTEC for Sale,Honda,2007,200000,Petrol,Automatic,1800,Islamabad,2300000,Updated about 12 hours ago
Toyota Vitz  2007 RS 1.3 for Sale,Toyota,2007,122000,Petrol,Automatic,1300,Islamabad,2600000,Updated about 12 hours ago
Honda Civic  2006 VTi Oriel 1.6 for Sale,Honda,2006,213000,Petrol,Manual,1600,Lahore,1825000,Updated about 12 hours ago
Toyota Prius  2007 S 1.5 for Sale,Toyota,2007,224769,Hybrid,Automatic,1500,Karachi,2800000,Updated about 12 hours ago
Toyota Corolla 8th (E110) Generation 1994 SE Limited for Sale,Toyota,1994,271000,Petrol,Manual,1500,Mansehra,2100000,Updated about 12 hours ago
Daihatsu Cuore  2004 CX Automatic for Sale,Daihatsu,2004,125000,Petrol,Automatic,800,Wah cantt,1060000,Updated about 12 hours ago
Nissan Sunny  1992  for Sale,Nissan,1992,100000,Petrol,Manual,1300,Islamabad,645000,Updated about 12 hours ago
Suzuki Cultus  2006 VXL for Sale,Suzuki,2006,82941,Petrol,Manual,1000,Karachi,1000000,Updated about 12 hours ago
Honda Civic Reborn 2010 VTi Oriel Prosmatec 1.8 i-VTEC for Sale,Honda,2010,160000,Petrol,Automatic,1800,Lahore,2630000,Updated about 12 hours ago
Suzuki Cultus  2006 VXR (CNG) for Sale,Suzuki,2006,180000,Petrol,Manual,1000,Karachi,930000,Updated about 12 hours ago
Suzuki Mehran  2010 VXR for Sale,Suzuki,2010,133,Petrol,Manual,800,Islamabad,875000,Updated about 12 hours ago
Suzuki Mehran  2006 VXR for Sale,Suzuki,2006,100000,Petrol,Manual,800,Karachi,520000,Updated about 12 hours ago
Honda Fit  2011 1.3 Hybrid 10th Anniversary for Sale,Honda,2011,121000,Hybrid,Automatic,1300,Lahore,3200000,Updated about 12 hours ago
Toyota Prado  1996  for Sale,Toyota,1996,910000,Diesel,Manual,3000,Rawalpindi,4500000,Updated about 12 hours ago
Toyota Corolla Axio  2007 Luxel Alpha Edition 1.8 for Sale,Toyota,2007,180000,Petrol,Automatic,1800,Islamabad,3750000,Updated about 12 hours ago
Toyota Corolla  1987 DX Saloon for Sale,Toyota,1987,200000,Petrol,Manual,1300,Karachi,650000,Updated about 12 hours ago
Honda Civic 7th Generation (Facelift) 2005 EXi Prosmatec for Sale,Honda,2005,200000,Petrol,Automatic,1500,Lahore,1800000,Updated about 12 hours ago
Toyota 4 Runner  1986  for Sale,Toyota,1986,150000,Petrol,Manual,1600,Attock,920000,Updated about 12 hours ago
Honda City 5th (GM2) Generation 2011 1.3 i-VTEC for Sale,Honda,2011,98000,Petrol,Manual,1300,Karachi,2390000,Updated about 12 hours ago
Honda Civic Reborn 2006 VTi Oriel 1.8 i-VTEC for Sale,Honda,2006,128500,Petrol,Manual,1800,Islamabad,2230000,Updated about 18 hours ago
Honda City 5th (GM2) Generation 2009 1.3 i-VTEC Prosmatec for Sale,Honda,2009,154000,Petrol,Automatic,1300,Lahore,2750000,Updated about 18 hours ago
